-3.219523830706982004e+00	-1.629237185198759263e+00	-1.961246389858103178e+00	-1.285047080550765219e+00	-8.033260669609508797e-01	-1.473764507154025627e-01	3.174078239575524041e-01	1.500668257548168905e-01	-2.403481419674673436e-01	-4.478330381584681441e-01	5.405818314803391422e-02	2.422461176099364732e-01	-7.495571230226030432e-04	3.178575377572802618e-01	-6.300984530750940449e-01	1.436780959768491073e-01	1.109643796997349385e-01	8.420753074644575509e-02	-1.332011938081865132e-01	8.989910634854957061e-02	1.758599641335698294e-01	-8.035855092122438093e-01	-4.838746457145373658e-02	1.927104102461560942e-01	-1.087935192947600660e+00	8.101151641190020014e-02	8.188851056248920568e-02	1.500124662495717187e+00	5.472234358503648144e-01	-3.253525793150778278e-01
-3.205039157176262865e+00	-1.542108890007161115e+00	-2.557287166003525236e+00	-1.248223426289471361e+00	-9.223665786123939059e-01	-2.657457176541182520e-01	-1.586629275793315919e-01	-3.098032216118522253e-02	-2.221440683236587665e-01	-1.460254808152955941e-01	1.190492793438579777e-01	-5.436594178309871184e-02	4.340091531434839278e-02	4.725301584450226633e-01	2.290793912010729572e-01	-1.464481786672610641e-01	-3.221518147513857677e-01	-3.379494953263972173e-02	-1.856983423201761796e-01	1.614005611651083694e-01	1.793820040468435684e-03	1.672991810284273073e-02	-1.251832927876667112e-02	-1.260689572877515124e-03	-1.017953988422345621e-02	1.852036094157851615e-02	-2.625013456464070360e-03	-6.368752016380410663e-02	5.247440235936391695e-02	3.162542876358683669e-02
-3.013034575015022920e+00	-1.397772267571588012e+00	-1.109384482699549146e+00	-7.964852983655519303e-01	6.787973886362915543e+00	-3.363139471985968854e+00	-6.050283680968595590e-01	-2.827958318819799866e-01	-4.650217989772422178e-01	2.545991788345490225e-01	-3.638641012068753455e-01	-1.815165530664976656e-01	-4.333582751272092165e-02	2.486723487076682865e-02	-6.460765061617980420e-02	1.020013065040803885e-01	-5.384049084506258021e-02	2.924365589281940903e-03	-8.464172247520165837e-02	6.508557586839978926e-02	8.357049359055386539e-02	-1.245190270814190356e-02	-1.107920608585380995e-01	5.974142133999738036e-02	1.100855127270925632e-02	5.908004128229785157e-02	-2.716043865337413460e-02	-5.525545718610899021e-02	-1.884139457913153182e-02	8.443475610601508530e-02
1.395517081353856348e+01	-1.432158421564923234e+00	-1.949386097098232407e+00	-9.720571210822700481e-01	-8.063932983368734542e-01	-1.972088449109265507e-01	-2.839359716755388563e-01	-9.990280186366196080e-02	-3.411292300314513470e-01	-6.022505558041418849e-02	-4.198249516317979768e-02	-2.720722104481347603e-02	8.635144365892885587e-02	-7.088883085681391139e-02	1.666759611306592448e-02	1.256785737169600903e-01	-6.790758928832101027e-02	-7.491116969311575891e-02	-1.394986161221875576e-01	-1.099825827210077489e-01	5.008345775669925670e-02	2.733778236535828673e-02	-1.890162059250845850e-01	-4.526246241092182765e-02	1.557895275749017483e-02	1.988799985363153694e-02	-5.922074013868161568e-02	-1.024090879683137167e-02	-3.151017590446847372e-02	-1.194151730258508071e-02
-3.121012820443541891e+00	-2.074828102948810482e+00	-5.649228045663817754e-01	1.067026593536097412e+00	2.058483521932474414e+00	7.157050355129876529e+00	-7.644655346478943514e-01	-9.257633788541570763e-02	-3.057346891439898795e-01	-1.529363582161355484e-01	-2.959014575234073310e-02	-3.038838101788943202e-01	1.615909782997154709e-01	-2.147237005298462814e-02	-4.560728588682656792e-02	-7.637472842216957991e-02	5.540649611572990435e-02	-1.311032737819381178e-01	-7.379441025455968362e-02	-1.367814433544042863e-02	2.497394288240521038e-02	1.351374157461177616e-01	4.052589241383180996e-02	9.207833234777665354e-02	-2.002390684776714919e-02	-4.007117562199220481e-03	-2.969635389464979347e-02	9.063564445447724882e-02	-1.637333940391502707e-02	7.826672616360716428e-02
1.395517081353856348e+01	-1.432158421564923234e+00	-1.949386097098232407e+00	-9.720571210822699371e-01	-8.063932983368734542e-01	-1.972088449109266617e-01	-2.839359716755388563e-01	-9.990280186366198856e-02	-3.411292300314513470e-01	-6.022505558041413298e-02	-4.198249516317979768e-02	-2.720722104481342052e-02	8.635144365892885587e-02	-7.088883085681402241e-02	1.666759611306625755e-02	1.256785737169604233e-01	-6.790758928832117680e-02	-7.491116969311592544e-02	-1.394986161221876131e-01	-1.099825827210077489e-01	5.008345775669925670e-02	2.733778236535834225e-02	-1.890162059250849180e-01	-4.526246241092193867e-02	1.557895275749023034e-02	1.988799985363142592e-02	-5.922074013868180997e-02	-1.024090879683151045e-02	-3.151017590446847372e-02	-1.194151730258430355e-02
-2.824259619947592448e+00	1.096849441993501451e+01	-7.966592132374497037e-01	-9.003088288665590522e-01	-6.973975241095035082e-01	1.206810695274744549e-01	-1.134641030373954168e-01	-9.235755631531171461e-02	-1.985527054786447032e-01	-8.307686293203574157e-02	-8.390741401191945115e-02	1.365795016795665062e-03	4.140094346917184281e-02	8.644018736903485989e-03	-6.217400872809974999e-04	8.610609025099257019e-02	-3.525566162619321597e-02	-3.774068615394250703e-02	-3.946495201958270804e-02	-6.289643904367633875e-03	1.348572122394006145e-01	6.663916112986539853e-02	-1.024341801593699752e-01	-2.477627415792555202e-02	4.684846320434529754e-02	2.588176557466009831e-02	-3.817004085365401089e-02	1.954801312981159500e-02	-4.259439957421631839e-03	2.299132929302891148e-02
-3.211547128008844787e+00	-1.553285114860657901e+00	-2.521279098435634580e+00	-1.130118646428539320e+00	-8.981953522477827967e-01	-1.756777782275859290e-01	-2.177406678979758314e-01	-3.524381641604408533e-02	-3.155159705079550458e-01	-2.561489422708904118e-01	-1.013880476294312313e-02	-4.188155505855099131e-02	2.990624455966456319e-01	-1.016606206492984832e-01	-2.336177776062886013e-01	6.531149223964775041e-01	-2.031079165486747995e-01	3.718333410000300709e-01	-1.580436568397790564e-01	-5.675046176046931734e-01	-1.962328950494751090e-01	-1.247441524080779018e+00	1.171842569950654278e+00	1.517664478456721630e-02	2.181687298687378096e+00	-3.487764585640559800e-02	-1.737633021599488403e-01	1.583544958865275298e-01	3.368457570095477749e-01	-1.682475404911182026e-01
-3.106988986553113730e+00	-1.655764101854536818e+00	-1.895486437194771945e+00	-1.119999467468184129e+00	-6.725963901319704785e-01	-9.637771245277702847e-02	7.707502239064658589e-01	3.189531750201037297e-01	1.920204615216113964e-01	-7.087518577341817005e-02	-4.118457185526093467e-02	-4.516876327751001563e-01	-4.273138707886252607e-01	-1.957866329309234377e-01	-4.724662073495050629e-01	9.359527068192845245e-02	-6.974206071118801975e-02	1.326772705014684361e-01	-1.998168727632746167e-01	4.068827867855523417e-01	-4.270952745760696057e-01	6.784802061015046681e-02	-9.213112802637355436e-01	-9.623414158536766072e-01	6.012286371924548956e-01	3.411203128021834674e-01	1.971426607280074794e+00	7.279697036813301825e-01	-2.485099456159920728e-01	3.527208452155163321e-01
-3.207284102001764392e+00	-1.551139721100404767e+00	-2.448540570075575573e+00	-1.291323021322416498e+00	-9.475753988513467840e-01	-2.691355645827536724e-01	-2.659988419153633821e-01	-8.799454016856655958e-02	-2.723621339462193314e-01	-1.706991592213714659e-01	-1.396800991686144022e-01	-1.827624471401712719e-02	-6.810209678134658898e-03	-1.006937159513658364e-01	2.583219045190154883e-01	1.221656953484635405e-01	2.978523792905163337e-01	9.076095371917589083e-02	-6.345084005023210461e-02	-2.334396481540059951e-02	3.021551562046143058e-02	5.095576944930876179e-02	-1.512563462776329581e-01	-5.274189175001067764e-02	1.879338960229082894e-02	3.812844422854783089e-02	-1.147219457804444648e-01	7.478790242929041210e-02	-8.488857803156107940e-02	2.238941376601264188e-01
